matrix_size,obstacles,all_obstacle_coords,start_x,start_y,end_x,end_y
30,"[{'top_left': (13, 24), 'bottom_right': (17, 28)}, {'top_left': (19, 21), 'bottom_right': (23, 25)}, {'top_left': (1, 9), 'bottom_right': (5, 13)}, {'top_left': (14, 8), 'bottom_right': (18, 12)}]","[(13, 24), (13, 25), (13, 26), (13, 27), (13, 28), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (15, 24), (15, 25), (15, 26), (15, 27), (15, 28), (16, 24), (16, 25), (16, 26), (16, 27), (16, 28), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (20, 21), (20, 22), (20, 23), (20, 24), (20, 25), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (22, 21), (22, 22), (22, 23), (22, 24), (22, 25), (23, 21), (23, 22), (23, 23), (23, 24), (23, 25), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (14, 8), (14, 9), (14, 10), (14, 11), (14, 12), (15, 8), (15, 9), (15, 10), (15, 11), (15, 12), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12)]",6,1,10,8
30,"[{'top_left': (13, 24), 'bottom_right': (17, 28)}, {'top_left': (19, 21), 'bottom_right': (23, 25)}, {'top_left': (1, 9), 'bottom_right': (5, 13)}, {'top_left': (14, 8), 'bottom_right': (18, 12)}]","[(13, 24), (13, 25), (13, 26), (13, 27), (13, 28), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (15, 24), (15, 25), (15, 26), (15, 27), (15, 28), (16, 24), (16, 25), (16, 26), (16, 27), (16, 28), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (20, 21), (20, 22), (20, 23), (20, 24), (20, 25), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (22, 21), (22, 22), (22, 23), (22, 24), (22, 25), (23, 21), (23, 22), (23, 23), (23, 24), (23, 25), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (14, 8), (14, 9), (14, 10), (14, 11), (14, 12), (15, 8), (15, 9), (15, 10), (15, 11), (15, 12), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12)]",27,7,6,3
30,"[{'top_left': (13, 24), 'bottom_right': (17, 28)}, {'top_left': (19, 21), 'bottom_right': (23, 25)}, {'top_left': (1, 9), 'bottom_right': (5, 13)}, {'top_left': (14, 8), 'bottom_right': (18, 12)}]","[(13, 24), (13, 25), (13, 26), (13, 27), (13, 28), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (15, 24), (15, 25), (15, 26), (15, 27), (15, 28), (16, 24), (16, 25), (16, 26), (16, 27), (16, 28), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (20, 21), (20, 22), (20, 23), (20, 24), (20, 25), (21, 21), (21, 22), (21, 23), (21, 24), (21, 25), (22, 21), (22, 22), (22, 23), (22, 24), (22, 25), (23, 21), (23, 22), (23, 23), (23, 24), (23, 25), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (14, 8), (14, 9), (14, 10), (14, 11), (14, 12), (15, 8), (15, 9), (15, 10), (15, 11), (15, 12), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12)]",13,2,26,11
30,"[{'top_left': (25, 5), 'bottom_right': (29, 9)}, {'top_left': (19, 6), 'bottom_right': (23, 10)}, {'top_left': (12, 14), 'bottom_right': (16, 18)}, {'top_left': (13, 14), 'bottom_right': (17, 18)}]","[(25, 5), (25, 6), (25, 7), (25, 8), (25, 9), (26, 5), (26, 6), (26, 7), (26, 8), (26, 9), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (28, 5), (28, 6), (28, 7), (28, 8), (28, 9), (29, 5), (29, 6), (29, 7), (29, 8), (29, 9), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (20, 6), (20, 7), (20, 8), (20, 9), (20, 10), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (22, 6), (22, 7), (22, 8), (22, 9), (22, 10), (23, 6), (23, 7), (23, 8), (23, 9), (23, 10), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18)]",27,15,14,21
30,"[{'top_left': (25, 5), 'bottom_right': (29, 9)}, {'top_left': (19, 6), 'bottom_right': (23, 10)}, {'top_left': (12, 14), 'bottom_right': (16, 18)}, {'top_left': (13, 14), 'bottom_right': (17, 18)}]","[(25, 5), (25, 6), (25, 7), (25, 8), (25, 9), (26, 5), (26, 6), (26, 7), (26, 8), (26, 9), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (28, 5), (28, 6), (28, 7), (28, 8), (28, 9), (29, 5), (29, 6), (29, 7), (29, 8), (29, 9), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (20, 6), (20, 7), (20, 8), (20, 9), (20, 10), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (22, 6), (22, 7), (22, 8), (22, 9), (22, 10), (23, 6), (23, 7), (23, 8), (23, 9), (23, 10), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18)]",6,0,29,1
30,"[{'top_left': (25, 5), 'bottom_right': (29, 9)}, {'top_left': (19, 6), 'bottom_right': (23, 10)}, {'top_left': (12, 14), 'bottom_right': (16, 18)}, {'top_left': (13, 14), 'bottom_right': (17, 18)}]","[(25, 5), (25, 6), (25, 7), (25, 8), (25, 9), (26, 5), (26, 6), (26, 7), (26, 8), (26, 9), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (28, 5), (28, 6), (28, 7), (28, 8), (28, 9), (29, 5), (29, 6), (29, 7), (29, 8), (29, 9), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (20, 6), (20, 7), (20, 8), (20, 9), (20, 10), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (22, 6), (22, 7), (22, 8), (22, 9), (22, 10), (23, 6), (23, 7), (23, 8), (23, 9), (23, 10), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18)]",22,22,19,0
30,"[{'top_left': (25, 5), 'bottom_right': (29, 9)}, {'top_left': (19, 6), 'bottom_right': (23, 10)}, {'top_left': (12, 14), 'bottom_right': (16, 18)}, {'top_left': (13, 14), 'bottom_right': (17, 18)}]","[(25, 5), (25, 6), (25, 7), (25, 8), (25, 9), (26, 5), (26, 6), (26, 7), (26, 8), (26, 9), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (28, 5), (28, 6), (28, 7), (28, 8), (28, 9), (29, 5), (29, 6), (29, 7), (29, 8), (29, 9), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (20, 6), (20, 7), (20, 8), (20, 9), (20, 10), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (22, 6), (22, 7), (22, 8), (22, 9), (22, 10), (23, 6), (23, 7), (23, 8), (23, 9), (23, 10), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18)]",12,7,1,24
30,"[{'top_left': (25, 5), 'bottom_right': (29, 9)}, {'top_left': (19, 6), 'bottom_right': (23, 10)}, {'top_left': (12, 14), 'bottom_right': (16, 18)}, {'top_left': (13, 14), 'bottom_right': (17, 18)}]","[(25, 5), (25, 6), (25, 7), (25, 8), (25, 9), (26, 5), (26, 6), (26, 7), (26, 8), (26, 9), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (28, 5), (28, 6), (28, 7), (28, 8), (28, 9), (29, 5), (29, 6), (29, 7), (29, 8), (29, 9), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (20, 6), (20, 7), (20, 8), (20, 9), (20, 10), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (22, 6), (22, 7), (22, 8), (22, 9), (22, 10), (23, 6), (23, 7), (23, 8), (23, 9), (23, 10), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (15, 14), (15, 15), (15, 16), (15, 17), (15, 18), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18)]",2,2,6,17
30,"[{'top_left': (23, 23), 'bottom_right': (27, 27)}, {'top_left': (15, 6), 'bottom_right': (19, 10)}, {'top_left': (23, 11), 'bottom_right': (27, 15)}, {'top_left': (0, 17), 'bottom_right': (4, 21)}]","[(23, 23), (23, 24), (23, 25), (23, 26), (23, 27), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (26, 23), (26, 24), (26, 25), (26, 26), (26, 27), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (16, 6), (16, 7), (16, 8), (16, 9), (16, 10), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (23, 11), (23, 12), (23, 13), (23, 14), (23, 15), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (25, 11), (25, 12), (25, 13), (25, 14), (25, 15), (26, 11), (26, 12), (26, 13), (26, 14), (26, 15), (27, 11), (27, 12), (27, 13), (27, 14), (27, 15), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (3, 17), (3, 18), (3, 19), (3, 20), (3, 21), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21)]",12,13,6,23
30,"[{'top_left': (23, 23), 'bottom_right': (27, 27)}, {'top_left': (15, 6), 'bottom_right': (19, 10)}, {'top_left': (23, 11), 'bottom_right': (27, 15)}, {'top_left': (0, 17), 'bottom_right': (4, 21)}]","[(23, 23), (23, 24), (23, 25), (23, 26), (23, 27), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (26, 23), (26, 24), (26, 25), (26, 26), (26, 27), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (16, 6), (16, 7), (16, 8), (16, 9), (16, 10), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (23, 11), (23, 12), (23, 13), (23, 14), (23, 15), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (25, 11), (25, 12), (25, 13), (25, 14), (25, 15), (26, 11), (26, 12), (26, 13), (26, 14), (26, 15), (27, 11), (27, 12), (27, 13), (27, 14), (27, 15), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (3, 17), (3, 18), (3, 19), (3, 20), (3, 21), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21)]",14,2,7,8
30,"[{'top_left': (23, 23), 'bottom_right': (27, 27)}, {'top_left': (15, 6), 'bottom_right': (19, 10)}, {'top_left': (23, 11), 'bottom_right': (27, 15)}, {'top_left': (0, 17), 'bottom_right': (4, 21)}]","[(23, 23), (23, 24), (23, 25), (23, 26), (23, 27), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (26, 23), (26, 24), (26, 25), (26, 26), (26, 27), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (16, 6), (16, 7), (16, 8), (16, 9), (16, 10), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (23, 11), (23, 12), (23, 13), (23, 14), (23, 15), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (25, 11), (25, 12), (25, 13), (25, 14), (25, 15), (26, 11), (26, 12), (26, 13), (26, 14), (26, 15), (27, 11), (27, 12), (27, 13), (27, 14), (27, 15), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (3, 17), (3, 18), (3, 19), (3, 20), (3, 21), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21)]",21,27,1,28
30,"[{'top_left': (23, 23), 'bottom_right': (27, 27)}, {'top_left': (15, 6), 'bottom_right': (19, 10)}, {'top_left': (23, 11), 'bottom_right': (27, 15)}, {'top_left': (0, 17), 'bottom_right': (4, 21)}]","[(23, 23), (23, 24), (23, 25), (23, 26), (23, 27), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (26, 23), (26, 24), (26, 25), (26, 26), (26, 27), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (16, 6), (16, 7), (16, 8), (16, 9), (16, 10), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (23, 11), (23, 12), (23, 13), (23, 14), (23, 15), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (25, 11), (25, 12), (25, 13), (25, 14), (25, 15), (26, 11), (26, 12), (26, 13), (26, 14), (26, 15), (27, 11), (27, 12), (27, 13), (27, 14), (27, 15), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (3, 17), (3, 18), (3, 19), (3, 20), (3, 21), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21)]",18,28,11,21
30,"[{'top_left': (23, 23), 'bottom_right': (27, 27)}, {'top_left': (15, 6), 'bottom_right': (19, 10)}, {'top_left': (23, 11), 'bottom_right': (27, 15)}, {'top_left': (0, 17), 'bottom_right': (4, 21)}]","[(23, 23), (23, 24), (23, 25), (23, 26), (23, 27), (24, 23), (24, 24), (24, 25), (24, 26), (24, 27), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (26, 23), (26, 24), (26, 25), (26, 26), (26, 27), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (16, 6), (16, 7), (16, 8), (16, 9), (16, 10), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (23, 11), (23, 12), (23, 13), (23, 14), (23, 15), (24, 11), (24, 12), (24, 13), (24, 14), (24, 15), (25, 11), (25, 12), (25, 13), (25, 14), (25, 15), (26, 11), (26, 12), (26, 13), (26, 14), (26, 15), (27, 11), (27, 12), (27, 13), (27, 14), (27, 15), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (3, 17), (3, 18), (3, 19), (3, 20), (3, 21), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21)]",24,28,23,7
30,"[{'top_left': (5, 17), 'bottom_right': (9, 21)}, {'top_left': (3, 5), 'bottom_right': (7, 9)}, {'top_left': (4, 1), 'bottom_right': (8, 5)}, {'top_left': (16, 8), 'bottom_right': (20, 12)}]","[(5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (8, 17), (8, 18), (8, 19), (8, 20), (8, 21), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (20, 8), (20, 9), (20, 10), (20, 11), (20, 12)]",22,14,19,13
30,"[{'top_left': (5, 17), 'bottom_right': (9, 21)}, {'top_left': (3, 5), 'bottom_right': (7, 9)}, {'top_left': (4, 1), 'bottom_right': (8, 5)}, {'top_left': (16, 8), 'bottom_right': (20, 12)}]","[(5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (8, 17), (8, 18), (8, 19), (8, 20), (8, 21), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (20, 8), (20, 9), (20, 10), (20, 11), (20, 12)]",25,23,3,15
30,"[{'top_left': (5, 17), 'bottom_right': (9, 21)}, {'top_left': (3, 5), 'bottom_right': (7, 9)}, {'top_left': (4, 1), 'bottom_right': (8, 5)}, {'top_left': (16, 8), 'bottom_right': (20, 12)}]","[(5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (8, 17), (8, 18), (8, 19), (8, 20), (8, 21), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (20, 8), (20, 9), (20, 10), (20, 11), (20, 12)]",1,10,28,15
30,"[{'top_left': (5, 17), 'bottom_right': (9, 21)}, {'top_left': (3, 5), 'bottom_right': (7, 9)}, {'top_left': (4, 1), 'bottom_right': (8, 5)}, {'top_left': (16, 8), 'bottom_right': (20, 12)}]","[(5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (8, 17), (8, 18), (8, 19), (8, 20), (8, 21), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (20, 8), (20, 9), (20, 10), (20, 11), (20, 12)]",22,27,26,22
30,"[{'top_left': (5, 17), 'bottom_right': (9, 21)}, {'top_left': (3, 5), 'bottom_right': (7, 9)}, {'top_left': (4, 1), 'bottom_right': (8, 5)}, {'top_left': (16, 8), 'bottom_right': (20, 12)}]","[(5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (7, 17), (7, 18), (7, 19), (7, 20), (7, 21), (8, 17), (8, 18), (8, 19), (8, 20), (8, 21), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (6, 5), (6, 6), (6, 7), (6, 8), (6, 9), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (16, 8), (16, 9), (16, 10), (16, 11), (16, 12), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (20, 8), (20, 9), (20, 10), (20, 11), (20, 12)]",15,4,23,29
30,"[{'top_left': (14, 5), 'bottom_right': (18, 9)}, {'top_left': (15, 10), 'bottom_right': (19, 14)}, {'top_left': (12, 4), 'bottom_right': (16, 8)}, {'top_left': (20, 22), 'bottom_right': (24, 26)}]","[(14, 5), (14, 6), (14, 7), (14, 8), (14, 9), (15, 5), (15, 6), (15, 7), (15, 8), (15, 9), (16, 5), (16, 6), (16, 7), (16, 8), (16, 9), (17, 5), (17, 6), (17, 7), (17, 8), (17, 9), (18, 5), (18, 6), (18, 7), (18, 8), (18, 9), (15, 10), (15, 11), (15, 12), (15, 13), (15, 14), (16, 10), (16, 11), (16, 12), (16, 13), (16, 14), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (13, 4), (13, 5), (13, 6), (13, 7), (13, 8), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (16, 4), (16, 5), (16, 6), (16, 7), (16, 8), (20, 22), (20, 23), (20, 24), (20, 25), (20, 26), (21, 22), (21, 23), (21, 24), (21, 25), (21, 26), (22, 22), (22, 23), (22, 24), (22, 25), (22, 26), (23, 22), (23, 23), (23, 24), (23, 25), (23, 26), (24, 22), (24, 23), (24, 24), (24, 25), (24, 26)]",25,13,25,19
